index,qid1,qid2,qid2_13_text,qid8_text,qid9_text,qid5,qid5_9_text,qid50,qid50_11_text,qid53_text,qid10_1,qid10_2,qid10_3,qid10_4,qid10_5,qid13,qid15_text,qid3,qid4,qid6,qid7,qid7_9_text,qid16,qid17,qid18,qid19_text,qid20,qid21,qid21_6_text,qid22_text,qid39,qid40_text,qid41_text,qid42_text,qid54_text,qid55_text,qid56,qid56_9_text,qid23,qid24_text,qid26,qid25_text,qid27_text,qid52,qid52_3_text,qid28_1,qid28_2,qid49_text,qid38_text,qid43_nps_group,qid43,qid44_text,qid58,qid59_text,q_unansweredpercentage,q_unansweredquestions,duration_secs
133,I'm a freshman!,"Food Festivals ,Off-campus experiences or trips ,Tournaments (video games, board games, etc.) ",[],[],[],Socializing/meeting new people ,[],"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian",[],[],,,,,,Yes,[],"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Sunday afternoons ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people)",Either is fine,Bad timing,[],"Friday ,Saturday ,Sunday",Evening (4pm–8pm) ,Yes,[],A week,"Social media ,Posters/flyers ,Friends",[],[],Freshman,"['civil', 'engineering']","['columbus', 'oh']",[],[],[],"Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Yes,[],No,[],[],Vegetarian,[],M,M,[],"['bottlesgood', 'quality', 'beany', 'appliance']",,,[],Air Fryer,[],0.3333333333333333,"QID9,QID8,QID42,QID19,QID53,QID10,QID54,QID15,QID27,QID59,QID22,QID55,QID44",510.0
134,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Drone Show ,Thwing Tuesday,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Swag/giveaway events ,Arts & Crafts  ",[],"['spring', 'concert']",[],"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",[],"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Desserts/sweets focused",[],['barrio'],5.0,15.0,0.0,0.0,0.0,Yes,[],"Weekday evening (after 6pm) ,Saturday afternoons ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Bad timing,Required registration",[],"Monday,Thursday ,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,"['still', 'willing', 'le', 'availability']",A week,"Email,Posters/flyers ,Friends",[],['email'],Sophomore,"['political', 'science']",['texas'],[],[],[],"Sports games (Guardians, Cavs, Browns, Monsters),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",[],Usually,[],Yes,"['gluten', 'free_food']",[],Gluten Free,[],M,L,[],['sweatshirt'],Passive,7.0,"['make', 'registration', 'easier']",Hatch Alarm Clock,[],0.1904761904761904,"QID9,QID42,QID24,QID54,QID15,QID27,QID59,QID55",425.0
135,"Food Truck Festival,T-shirt or swag giveaways,Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday","Food Festivals ,Major shows or performances (comedians, drone show, etc.) ,Club or organization collaborations ",[],"['night', 'seoul']",['comedian'],"Free food/snacks,Performance,Live entertainment",[],"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",[],['chopstick'],5.0,0.0,0.0,0.0,5.0,Yes,[],Weekday evening (after 6pm) ,Huge (300-600 people), Require advance registration ,"Didn’t hear about it,Didn’t interest me",[],"Monday,Wednesday ,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,[],A week,"Social media ,Other:","['campus', 'group']","['campus', 'group']",Sophomore,"['comp', 'sci']",['korea'],[],[],[],"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center)",[],Yes,[],No,[],['concert'],Other:,[],L,L,[],['tv'],Passive,7.0,"['cool', 'celebrity']",Air Fryer,[],0.05,"QID15,QID19",537.0
136,"Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Spring Comedian at Severance Hall,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Swag/giveaway events ,Off-campus experiences or trips ",[],['valentine'],"['upb', 'cedar_point']","Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",[],"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian,Desserts/sweets focused",[],['sure'],0.0,25.0,300.0,300.0,5.0,Yes,[],"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ",Either is fine,"Didn’t hear about it,Required registration",[],"Tuesday ,Wednesday ,Thursday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,"['le', 'likely']",A week,"Email,Social media ,Friends",[],"['email', 'social', 'medium']",Sophomore,['nursing'],"['pharr', 'texas']","['mexican', 'culture']",['crochetting'],"['dia', 'de', 'muertos']","Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Usually,[],Yes,[],"['cultural', 'representation']",Other:,[],M,M,[],"['plushies', 'hair', 'dryer', 'lamp', 'makeup', 'fan']",Passive,7.0,['accessible'],Air Fryer,[],0.0238095238095238,QID24,489.0
137,"Spring Comedian at Severance Hall,Thwing Tuesday,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ","Swag/giveaway events ,Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ",[],[],['upbcomedian'],"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",[],"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,Desserts/sweets focused",[],[],10.0,30.0,,,15.0,Yes,[],"Weekday evening (after 6pm) ,Saturday afternoons ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people),Small (<20 people)",Either is fine,"Didn’t hear about it,Bad timing,Too crowded,Didn’t interest me",[],"Tuesday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,"['busy', 'studying']",1–2 days before ,"Email,Posters/flyers ,Friends",[],['email'],Senior,['nutrition'],['virginia'],[],[],[],"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Usually,[],No,[],[],,[],M,M,[],['hoodies'],Detractor,6.0,[],Air Fryer,[],0.2682926829268293,"QID8,QID52,QID42,QID53,QID24,QID54,QID15,QID27,QID59,QID55,QID44",348.0
138,"Food Truck Festival,UPBeat Spring Concert","Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Sports/spectator events ",[],[],[],Free food/snacks,[],"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian",[],[],5.0,10.0,,,,,[],"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Saturday afternoons ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people)", Require advance registration ,"Bad timing,Event cost,Travel time",[],"Saturday ,Sunday",Afternoon (12pm–4pm) ,Yes,[],3–5 days before,Social media ,[],['email'],Junior,['civil'],['massachusetts'],[],[],[],"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",[],Yes,[],No,[],[],Other:,['nut'],M,M,[],[],Passive,7.0,[],Ninja Creami,[],0.282051282051282,"QID9,QID8,QID42,QID53,QID13,QID54,QID27,QID59,QID55,QID38,QID44",322.0
139,"Food Truck Festival,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall","Off-campus experiences or trips ,Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ",[],"['cleveland', 'brown', 'football', 'game']","['cedar_point', 'trip']","Free food/snacks,Performance,Live entertainment",[],"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato)",[],"['prestis', 'bakery']",0.0,25.0,0.0,0.0,20.0,Yes,[],"Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ", Require advance registration ,"Didn’t hear about it,Bad timing,Didn’t interest me",[],"Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",No,[],A week,"Email,Social media ",[],['email'],Senior,"['political', 'science']","['tucson', 'arizona']",['na'],['na'],['na'],"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Yes,[],No,[],"['top', 'event', 'going']",,[],M,L,[],"['sweatshirt', 'hoodies', 'blanket']",Promoter,10.0,"['making', 'many', 'spot', 'available', 'student', 'event', 'requires', 'registration', 'popular', 'way', 'plan', 'go', 'friend', 'easier', 'u', 'get', 'ticket']",Ninja Creami,['na'],0.0256410256410256,QID52,595.0
140,"UPBeat Spring Concert,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ","Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ",[],"['collaboration', 'brew', 'cwru', 'club']",[],"Free food/snacks,Live entertainment",[],"Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian,Desserts/sweets focused",[],[],0.0,0.0,0.0,0.0,0.0,No,[],Weekday late afternoon (4–6pm) ,"Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Bad timing,Travel time",[],"Tuesday ,Thursday ","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,[],A week,"Social media ,Friends",[],['email'],Sophomore,"['business', 'management']",['ohio'],[],[],[],"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown)",[],Usually,[],No,[],"['social', 'event']",Vegetarian,[],M,M,[],"['breville', 'barista', 'express', 'espresso', 'machine']",Passive,7.0,"['wider', 'variety', 'time', 'event', 'happen']",Ninja Creami,[],0.1,"QID19,QID24,QID53,QID59",369.0
141,"Food Truck Festival,UPBeat Spring Concert","Food Festivals ,Off-campus experiences or trips ,Concerts or live music ",[],"['love', 'crafting', 'event', 'theyre', 'super', 'fun', 'easy', 'socialize', 'good', 'break', 'regular', 'daytoday', 'without', 'taking', 'whole', 'dayevening']",['concert'],"Free food/snacks,Socializing/meeting new people ,Live entertainment",[],"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.)",[],"['cilantro', 'taco', 'truck', 'near', 'fribley', 'good']",20.0,25.0,,,,Yes,[],"Saturday afternoons ,Saturday evenings ,Sunday afternoons ","Huge (300-600 people),Medium (30-80 people)",Either is fine,"Required registration,Event cost",[],"Monday,Wednesday ,Saturday ","Evening (4pm–8pm) ,Night (after 8pm)",Yes,"['still', 'willing', 'also', 'studying', 'lot', 'harder', 'find', 'time']",A week,"Email,Social media ,Friends",[],['email'],Sophomore,['mecheaero'],"['los', 'angeles']","['diversity', 'always', 'nice']","['local', 'community', 'cleveland', 'cwru']","['tradition', 'small', 'cultural', 'super', 'necessary']","Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",[],Yes,[],No,[],"['larger', 'event']",Gluten Free,[],S,M,[],"['accessory', 'like', 'hat', 'sunglass', 'jewelry', 'etc']",Promoter,10.0,"['send', 'email', 'registration', 'time', 'week', 'advance', 'rather', 'day', 'two']",Ninja Creami,"['multiple', 'choice', 'short', 'answer', 'everything', 'great']",0.0,,677.0
142,"Food Truck Festival,T-shirt or swag giveaways,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ","Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ,Off-campus experiences or trips ",[],"['trip', 'pittsburgh', 'rock', 'n', 'hall', 'fame', 'camping', 'trip']","['upbingo', 'upbuildabear', 'upb', 'cruise']","Free food/snacks,Swag (shirts, water bottles, etc.) ,Cultural representation",[],"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",[],"['martha', 'fly', 'fat', 'cat', 'battr', 'mason', 'creamery']",5.0,20.0,45.0,30.0,10.0,Yes,[],"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Large (80-150 people) ,Medium (30-80 people)", Require advance registration ,"Bad timing,Too crowded,Didn’t interest me",[],"Monday,Wednesday ,Friday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,"['willing', 'go', 'event', 'evening', 'later', 'day']",Two weeks or more,"Email,Social media ,Posters/flyers ",[],['email'],Senior,['psych'],"['akron', 'oh']",[],"['lbgtq', 'bipoc', 'woman', 'stem']",[],"Sports games (Guardians, Cavs, Browns, Monsters),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Usually,[],No,[],"['event', 'allow', 'socialize', 'student']",,[],M,L,[],"['windbreaker', 'tuberware', 'glove', 'hat', 'combo', 'plushies', 'capybara', 'mascot']",Passive,7.0,"['hosting', 'many', 'free', 'event', 'possible']",Ninja Creami,"['reduce', 'number', 'question', 'avoid', 'survey', 'fatigue']",0.024390243902439,QID52,1172.0
143,"Food Truck Festival,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Spring Comedian at Severance Hall,Thwing Tuesday","Food Festivals ,Swag/giveaway events ,Off-campus experiences or trips ",[],"['rent', 'cedar_point', 'park', 'dark', 'kind', 'like', 'kalahari']",['kalahari'],Free food/snacks,[],"American comfort (burgers, BBQ, wings),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean",[],['boba'],0.0,5.0,50.0,50.0,5.0,Yes,[],Saturday afternoons ,"Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Didn’t hear about it,Bad timing,Too crowded,Required registration",[],"Monday,Friday ",Evening (4pm–8pm) ,No,[],A week,"Email,Social media ",[],['email'],Senior,"['mechanical', 'engineering']","['south', 'african']",['na'],['na'],['christmas'],"Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",[],Yes,[],No,[],['upb'],,[],XL,XL,[],['hoodies'],Passive,7.0,"['unique', 'event', 'instead', 'recycling', 'padt', 'one']",Ninja Creami,['na'],0.0256410256410256,QID52,513.0
144,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),UPBeat Spring Concert,Thwing Tuesday","Swag/giveaway events ,Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ",[],"['upbaseball', 'game']",['upbingo'],"Free food/snacks,Swag (shirts, water bottles, etc.) ,Competition",[],"Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian",[],"['jamaican', 'kitchen', 'brassica']",0.0,30.0,150.0,100.0,0.0,Yes,[],"Friday evenings,Saturday evenings ,Sunday afternoons ",Medium (30-80 people), Require advance registration ,"Bad timing,Too crowded,Didn’t interest me",[],"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,[],Two weeks or more,"Email,Social media ,Friends",[],['instagram'],Junior,['chemistry'],"['phoenix', 'arizona', 'usa']","['indian', 'culture']",[],"['diwali', 'dusshera']","Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Yes,[],No,[],"['community', 'event', 'event', 'open', 'access']",Vegan,[],M,L,[],"['stanley', 'cupsbrumate', 'cup', 'ninja_creami', 'shower', 'head', 'filter', 'body', 'care', 'set', 'gift', 'card', 'popular', 'store']",Detractor,6.0,"['prepared', 'anticipate', 'large', 'crowd']",Ninja Creami,[],0.1,"QID15,QID19,QID54,QID59",1693.0
145,"Food Truck Festival,T-shirt or swag giveaways,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday","Off-campus experiences or trips ,Major shows or performances (comedians, drone show, etc.) ,Sports/spectator events ",[],"['think', 'spring_comedian', 'severance', 'good', 'idea', 'even', 'though', 'wasnt', 'able', 'attend', 'day']","['kalahari', 'splash', 'always', 'hit']","Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",[],"Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),African/Caribbean",[],"['mabels', 'steak', 'mallorca', 'zoma', 'good', 'restaurant']",5.0,20.0,400.0,150.0,0.0,Yes,[],"Weekday evening (after 6pm) ,Friday evenings,Saturday evenings ,Sunday afternoons ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Bad timing,Didn’t interest me,Have beef with UPB,Other:","['people', 'rigging', 'cg', 'registration']","Friday ,Saturday ",Evening (4pm–8pm) ,Yes,['probably'],Two weeks or more,"Email,Social media ,Friends",[],"['instagram', 'email']",Senior,"['polymer', 'science', 'engineering']","['houston', 'tx']","['id', 'looove', 'see', 'african', 'artist', 'come', 'case']","['maybe', 'drawing', 'soccer']",['really'],"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Usually,[],No,[],"['big', 'group']",,[],M,M,[],"['watch', 'would', 'dope', 'im', 'realistic', 'maybe', 'like', 'key', 'chain', 'small', 'backpack']",Passive,7.0,"['u', 'guy', 'make', 'option', 'people', 'drive', 'campus', 'event', 'instead', 'requiring', 'take', 'bus']",Hatch Alarm Clock,[],0.048780487804878,"QID24,QID52",1315.0
146,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Drone Show ,Thwing Tuesday,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Swag/giveaway events ,Concerts or live music ",[],"['donation', 'drivepickup', 'eg', 'spring', 'cleaning']",[],"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",[],"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Desserts/sweets focused",[],"['bagel', 'pho']",0.0,,,,0.0,Yes,[],"Weekday evening (after 6pm) ,Saturday afternoons ,Saturday evenings ","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ",Either is fine,"Bad timing,Event cost,Didn’t interest me",[],"Tuesday ,Thursday ,Saturday ","Evening (4pm–8pm) ,Night (after 8pm)",Yes,"['free', 'class', 'end', 'final', 'week']",A week,"Email,Friends",[],[],Junior,['engineering'],"['philadelphia', 'pa']",[],[],['christmas'],"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Usually,[],No,[],"['friendly', 'people']",Other:,[],L,L,[],"['hoodiesthrow', 'blanket']",Passive,7.0,[],Ninja Creami,[],0.1951219512195122,"QID9,QID42,QID24,QID54,QID15,QID59,QID22,QID44",1893.0
147,"Food Truck Festival,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Thwing Tuesday,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Off-campus experiences or trips ",[],"['marimo', 'ball', 'event', 'similar', 'bonsai', 'tree', 'event', 'marimo', 'ball', 'good', 'college', 'student', 'plant', 'low', 'maintenance', 'stress', 'ball', 'potential', 'live', 'agitated', 'water', 'dont', 'mind', 'little', 'squishing', 'could', 'let', 'u', 'decorate', 'marimo', 'ball', 'together', 'pebble', 'decor', 'little', 'tank', 'also', 'maybe', 'cute', 'hat', 'little', 'algae', 'guy', 'think']",[],"Free food/snacks,Performance,Cultural representation",[],"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),African/Caribbean,Desserts/sweets focused",[],"['ice', 'rice', 'cafe', 'korea', 'house', 'stone', 'oven', 'bakery']",5.0,20.0,200.0,100.0,5.0,Yes,[],"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Medium (30-80 people),Small (<20 people)", Require advance registration ,"Bad timing,Required registration,Didn’t interest me",[],"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,"['needing', 'study', 'mean', 'there', 'cost', 'spending', 'time', 'event', 'ill', 'go', 'really', 'worth', 'sometimes', 'sacrifice', 'fun', 'practicality']",A week,"Email,Posters/flyers ,Friends",[],['email'],Junior,['psychology'],"['cincinnati', 'oh']","['vietnamese', 'wouldnt', 'fun', 'outfit', 'around', 'world', 'tryon', 'sort', 'event', 'something', 'need', 'ao', 'dai', 'representation', 'world', 'could', 'fun', 'collab', 'multiple', 'cultural', 'club']",[],[],"Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Usually,[],No,[],"['club', 'participation']",,[],S,S,[],"['skirt', 'ive', 'enough', 'tshirts', 'hoodies', 'please', 'consider', 'really', 'pretty', 'skirt', 'maybe', 'nice', 'victorianstyle', 'blouse', 'cwru', 'color', 'come', 'top', 'hat', 'propeller', 'hat', 'bunny', 'ear', 'get', 'little', 'snazzy']",Passive,8.0,[],Ninja Creami,[],0.1707317073170731,"QID9,QID52,QID24,QID54,QID59,QID55,QID44",816.0
148,"Food Truck Festival,T-shirt or swag giveaways,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Drone Show ,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Major shows or performances (comedians, drone show, etc.) ",[],"['disco', 'outdoor', 'movie', 'night']",['thwingo'],"Swag (shirts, water bottles, etc.) ,Performance,Live entertainment",[],"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),African/Caribbean",[],"['barrio', 'taco', 'amba', 'fat', 'cat']",0.0,15.0,150.0,150.0,0.0,Yes,[],"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ",Medium (30-80 people),Either is fine,"Bad timing,Too crowded",[],"Monday,Tuesday ,Thursday ,Friday ,Saturday ","Morning (8am–12pm) ,Evening (4pm–8pm) ",Yes,[],3–5 days before,"Email,Social media ",[],"['social', 'medium']",Sophomore,"['computer', 'science']",['philipppines'],['none'],"['southeast', 'asian', 'community', 'general']",['none'],"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Usually,[],No,[],[],,[],M,L,[],"['sprout', 'plantable', 'pencil', 'cord', 'organizer', 'cwru', 'crew', 'neck', 'sweatshirt', 'spartie', 'stuffed', 'toy']",Passive,8.0,[],Ninja Creami,[],0.1707317073170731,"QID52,QID19,QID24,QID15,QID27,QID59,QID44",672.0
149,"Food Truck Festival,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Drone Show ,Thwing Tuesday,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Pop-up cafes (e.g., bakery, matcha) ,Off-campus experiences or trips ,Concerts or live music ",[],"['mango', 'mango', 'matcha', 'popup']","['glass', 'blowing']","Free food/snacks,Learning new things ,Live entertainment",[],"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean",[],[],0.0,5.0,175.0,125.0,0.0,Yes,[],"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Saturday afternoons ,Saturday evenings ,Sunday evenings ",No preference,Either is fine,"Didn’t hear about it,Bad timing,Didn’t interest me",[],"Monday,Wednesday ,Saturday ","Evening (4pm–8pm) ,Night (after 8pm)",Yes,[],Two weeks or more,"Email,Friends",[],['email'],Junior,['nursing'],"['los', 'angeles', 'california']","['kimbap', 'making']",[],[],"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Usually,[],No,[],"['attending', 'large', 'lively', 'event', 'campus']",,[],S,M,[],"['cutesubtle', 'sticker', 'upbapybara', 'plush', 'keychains']",Promoter,9.0,"['setting', 'event', 'way', 'advance', 'start', 'timewithout', 'delay']",Ninja Creami,[],0.1951219512195122,"QID52,QID19,QID53,QID24,QID54,QID15,QID59,QID55",912.0
