StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_DuplicateRespondent,Q_BallotBoxStuffing,QID47_Browser,QID47_Version,QID47_Operating System,QID47_Resolution,QID48,4,5,5_13_TEXT,6,7,8,8_9_TEXT,9,9_11_TEXT,10,11_1,11_2,11_3,11_4,11_5,12,13,14,15,16,17,17_9_TEXT,18,19,20,21,22,23,23_6_TEXT,24,25,26,27,28,29,30,31,31_9_TEXT,32,33,34,35,36,37,37_3_TEXT,38_1,38_2,39,40,41_NPS_GROUP,41,42,43,44,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions
2025-08-24 22:28:06,2025-08-24 22:35:39,IP Address,192.5.110.6,100,452,True,2025-08-24 22:35:39,R_7qwhSSrLBdRyCHL,,,,,41.5066,-81.6111,anonymous,EN,1,,,Chrome,139.0.0.0,Macintosh,1470x956,sxm2057,I'm a freshman!,"Food Festivals ,Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ",,Music Festival,I'm a freshman,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian",,"Barrio, Cilantro Taqueria, Taco Bell, Blue Sky Cafe, any of the vendors at the farmer's market next to the BRB",5,10,,,5,No,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Bad timing,Event cost,Didn’t interest me,Travel time",,"Thursday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,More study time needed so I am much less willing to go to events,A week,"Email,Social media ,Posters/flyers ,Friends",,Instagram and emails,Freshman,Cognitive Sciences,"Richfield, OH, 30 minutes south of Case","Yes, Indian food and Punjabi culture ","Dance, maybe a silent disco","Diwali, Halloween","Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Usually,,No,,Events where I can meet new people but not be overwhelmed by the amount of people.,Other:,No beef,S,M,7-8,"Hoodies, sweatpants, tank-tops, earmuffs/hats/scarves (any winter clothing)",,,,Ninja Creami,None,0,0,,0.05128205128205128,"QID24,QID44"
2025-08-24 22:31:09,2025-08-24 22:36:07,IP Address,74.87.228.146,100,297,True,2025-08-24 22:36:08,R_7W72IxcRneBjo89,,,,,41.5066,-81.6111,anonymous,EN,0.8999999761581421,,,Safari iPhone,18.5,iPhone,393x852,axb1602,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Drone Show ,Thwing Tuesday,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ",,"more springfest-like events on a smaller scale for a fun weekend ",,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"Mexican/Latin (tacos, burritos, empanadas),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,"algebra tea house, cilantro, eurowafel",0,,,,,Yes,,"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ",Either is fine,"Bad timing,Required registration",,"Monday,Wednesday ","Afternoon (12pm–4pm) ",Yes,,3–5 days before,"Email,Social media ,Posters/flyers ,Friends,Tabling",,,Junior,biochemistry / mph,,persian!!,,,"Sports games (Guardians, Cavs, Browns, Monsters)",,Yes,,No,,,Halal / Kosher,,M,L,9 US W,,Passive,8,,Ninja Creami,,0,0,,0.275,"QID9,QID41,QID19,QID54,QID15,QID27,QID59,QID22,QID55,QID38,QID44"
2025-08-24 22:31:18,2025-08-24 22:37:17,IP Address,129.22.1.29,100,359,True,2025-08-24 22:37:18,R_697jhHaUFYOQm9z,,,,,41.5066,-81.6111,anonymous,EN,1,,,Chrome,135.0.0.0,Macintosh,1512x982,lal130,"T-shirt or swag giveaways,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Drone Show ","Pop-up cafes (e.g., bakery, matcha) ,Off-campus experiences or trips ,Sports/spectator events ",,Cavs Games,Guardians games,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,"Cilantro, Rebol, Mitchells",10,20,0,0,20,No,,"Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) "," Require advance registration ","Didn’t hear about it,Required registration,Event cost,Didn’t interest me,Travel time",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,"Busier, changing availability",Two weeks or more,"Email,Social media ,Friends",,Email,Sophomore,Biology,"Dublin, Ohio",No,Sports,No,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,Large events,Gluten Free,,M,M,11 womens,"Hoodies, food",Passive,8,Give more advanced notice,Ninja Creami,No,1,1,QID28,0,
2025-08-24 22:25:30,2025-08-24 22:37:23,IP Address,129.22.21.194,100,713,True,2025-08-24 22:37:24,R_7cbU2YrGhXI8Xhk,,,,,41.5066,-81.6111,anonymous,EN,1,,,Chrome,139.0.0.0,Android 10,412x892,Bar116,"T-shirt or swag giveaways,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Swag/giveaway events ,Arts & Crafts  ,Sports/spectator events ",,Cavs Game,Build a Bear,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Learning new things ",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian,Desserts/sweets focused",,7brew,5,25,0,0,0,Yes,25,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Large (80-150 people) ,Medium (30-80 people),Small (<20 people)",Either is fine,"Didn’t hear about it,Bad timing,Required registration",,"Monday,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,Not really,A week,"Social media ,Posters/flyers ,Friends",,Email,Sophomore,"Mechanical Engineering ","Cleveland,OH",N/A,"Fishing, hiking, Building",N/a,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Usually,N/a,No,,Interactive events,Other:,None,L,L,Size 10.5,"Clothing, electronics, car",Detractor,5,N/a,Ninja Creami,Have the tablets questions on the same page,1,1,QID28,0,
2025-08-24 22:47:22,2025-08-24 22:52:10,IP Address,129.22.1.26,100,288,True,2025-08-24 22:52:11,R_3lp04HX3AcaWmqt,,,,,41.5066,-81.6111,anonymous,EN,1,,,Safari iPhone,18.6,iPhone,390x844,hxw985,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"American comfort (burgers, BBQ, wings),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,"Prestis ",0,0,10,10,0,Yes,20,"Friday evenings,Saturday afternoons ,Saturday evenings ","Huge (300-600 people),Large (80-150 people) ",Either is fine,"Didn’t hear about it,Bad timing,Too crowded,Event cost",,"Friday ,Saturday ","Afternoon (12pm–4pm) ",Yes,,Two weeks or more,"Email,Friends",,,Freshman,Nursing,CT,,,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,,No,,,Other:,N/a,M,M,8.5,Clothes and stuffed animals,,,,Ninja Creami,,1,1,QID28,0.275,"QID9,QID8,QID42,QID19,QID24,QID54,QID27,QID59,QID22,QID55,QID44"
2025-08-24 22:06:50,2025-08-24 22:57:39,IP Address,174.100.169.13,100,3048,True,2025-08-24 22:57:40,R_3BzDVYxzXTfAMSD,,,,,41.4708,-81.5246,anonymous,EN,1,,,Chrome,137.0.0.0,Macintosh,1440x900,vxk345,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ,Arts & Crafts (e.g., Brightening Blooms, UPBling),I'm a freshman!,None of these","Swag/giveaway events ,Concerts or live music ,Club or organization collaborations ",,Merch giveaway (specifically a hoodie),The pottery event from last year,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Learning new things ",,"Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,Luna's Bakery,0,5,0,0,0,No,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",No preference,Either is fine,"Bad timing,Required registration,Event cost",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,"I will spend more time preparing for exams, than going to events and will generally not be willing to go to events. ",A week,"Email,Social media ,Friends,Tabling",,Email and social media,Junior,Biology,"Tamuning, Guam, USA","It would be cool to see Pacific Islander representation in terms of food and activities (lei making, weaving, etc)","Pottery, volleyball, arts and crafts",Not really,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,"Involvement in activities, clubs, and sharing my passions with others ",Vegetarian,,M,M,Women's 7.5,"Hoodies, backpacks, rain jackets, letterman jackets, ",Promoter,10,The timings could be better (I am usually busy until 6 pm on weekdays),Ninja Creami,None :),1,1,QID28,0,
2025-08-24 22:53:48,2025-08-24 23:01:32,IP Address,71.67.222.67,100,463,True,2025-08-24 23:01:32,R_32q7QOYjA7Ru85X,,,,,41.5066,-81.6111,anonymous,EN,1,,,Safari,18.1.1,Macintosh,1470x956,sxk1809,"Food Truck Festival,T-shirt or swag giveaways,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Thwing Tuesday","Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian",,Banana Blossom,0,0,0,0,0,No,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ","Huge (300-600 people),Large (80-150 people) ",Either is fine,"Didn’t hear about it,Bad timing,Too crowded,Required registration,Event cost",,"Thursday ,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,,A week,"Email,Friends",,Email,Senior,Finance,"Columbus, Ohio",No,"More concerts ",No,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,"Large events ",Vegetarian,,M,M,8,"Free t-shirts, hoodies, AirPods, speakers",Detractor,6,"Better timing ",Air Fryer,,1,1,QID28,0.10256410256410256,"QID19,QID59,QID8,QID9"
2025-08-24 22:56:14,2025-08-24 23:08:09,IP Address,172.224.237.65,100,714,True,2025-08-24 23:08:10,R_3qBtYNecIIvA3B2,,,,,41.5,-81.6938,anonymous,EN,1,,,Safari iPhone,18.6,iPhone,393x852,ist13,I'm a freshman!,"Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ",,Tickets to a sports event at one of the nearby arenas.,n/a,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"Asian (Chinese, Japanese, Korean, Thai, etc.)",,Insomnia Cookies,10,30,200,200,10,Yes,350,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday evenings ,Sunday evenings ",No preference,Either is fine,"Didn’t hear about it,Bad timing,Didn’t interest me",,"Monday,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,"If I had a little spare time from studying, I would definitely try to attend the events.",A week,"Email,Social media ,Friends",,Email,Freshman,Cognitive Science,California,Not particularly,I'm open to just about anything.,I think it would be cool to showcase lunar new year in February.,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Yes,,No,,Feeling welcome to participate in all activities,Other:,none,XS,M,7,"Headphones/electronics, gift cards, hoodies",,,"Just make sure the events are organized and easily accessible. ",Ninja Creami,,0,0,,0.02564102564102564,QID59
2025-08-24 22:57:09,2025-08-24 23:09:34,IP Address,129.22.21.200,100,745,True,2025-08-24 23:09:34,R_71n8WhxyM3GsPBh,,,,,41.5066,-81.6111,anonymous,EN,0.8999999761581421,,,Chrome iPhone,138.0.7204.156,iPhone,390x844,Oab24,"UPBeat Spring Concert,Spring Comedian at Severance Hall,Drone Show ","Food Festivals ,Off-campus experiences or trips ,Luncheons or mixers",,"Food truck festival ",Spring Comedian,"Free food/snacks,Learning new things ,Live entertainment",,"American comfort (burgers, BBQ, wings),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian,Desserts/sweets focused",,"Corbo’s, Chick fil a",0,20,0,0,10,No,,"Weekday evening (after 6pm) ,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ",Either is fine,"Bad timing,Too crowded,Event cost,Travel time",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,I get busier in the morning. Afternoon + Evening still better,3–5 days before,"Email,Friends",,Email,Sophomore,Biochemistry,"Colorado Springs, CO",Nah,"Food insecure students, especially upperclassmen (kitchen gadget giveaways are big)",Nah,"Sports games (Guardians, Cavs, Browns, Monsters),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,Things in common,,,L,L,11.5 men’s,TV for the dorm,Passive,7,"Later events, I have class or other obligations during the day, but my friends and I are free at nightime",Air Fryer,Nope :),1,1,QID28,0.02564102564102564,QID52
2025-08-24 23:03:42,2025-08-24 23:10:26,IP Address,129.22.34.135,100,404,True,2025-08-24 23:10:27,R_7OpRoBdjTvbaVc5,,,,,41.5066,-81.6111,anonymous,EN,1,,,Opera,120.0.0.0,Windows NT 10.0,1536x960,bxz419,"T-shirt or swag giveaways,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Thwing Tuesday,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ,I'm a freshman!","Food Festivals ,Swag/giveaway events ,Tournaments (video games, board games, etc.) ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Learning new things ",,"Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian",,,0,0,0,0,0,Yes,15,"Sunday afternoons ,Sunday evenings ",Medium (30-80 people),Either is fine,"Didn’t hear about it,Bad timing,Event cost,Didn’t interest me,Travel time",,Sunday,"Afternoon (12pm–4pm) ",Yes,"Idk man I'm a freshman, but I'll try to attend things I'm interested in.",A week,"Email,Friends",,Email or signs.,Freshman,Nursing,"Brooklyn, New York",Chinese Snacks.,Street Fighter 3: Third Strike Champion Edition.,,"Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,,No,,Seeing my friends all there,,,L,L,8/8.5,"Useful Daily Items such as Umbrellas, Scarfs, Handwarmers.",,,,Air Fryer,,1,1,QID28,0.2,"QID9,QID8,QID52,QID53,QID24,QID59,QID55,QID44"
2025-08-24 23:09:23,2025-08-24 23:17:04,IP Address,129.22.1.24,100,461,True,2025-08-24 23:17:05,R_1XM3uWEmmnWIRZn,,,,,41.5066,-81.6111,anonymous,EN,1,,,Safari iPhone,18.5,iPhone,428x926,mxk1486,"Food Truck Festival,T-shirt or swag giveaways,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Spring Comedian at Severance Hall,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ","Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Major shows or performances (comedians, drone show, etc.) ",,Pop up cafes!,Food truck festival,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian",,Indian Flame,10,20,100,100,10,Yes,$100,"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ,Friday evenings,Saturday evenings ","Large (80-150 people) ,Medium (30-80 people),Small (<20 people)",Either is fine,"Bad timing,Too crowded,Required registration,Travel time",,"Monday,Tuesday ,Thursday ","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,Yes I will be willing to go to events but not often,A week,"Posters/flyers ,Tabling",,Tabling at tink,Sophomore,Nutritional Biochemistry,San Jose California,Korean and more asian culture,"Not really - im open to everything ",Maybe more lunar new year related events,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Yes,,No,,Having a comfortable environment that makes everyone feel safe to socialize,Other:,None,M,L,7 women,Cool shirts! Warm socks & scarves,Promoter,9,Limited amount of people - too many people overwhelms me sometimes,Air Fryer,Nope!,0,0,,0,
2025-08-24 23:08:21,2025-08-24 23:18:27,IP Address,129.22.21.199,100,606,True,2025-08-24 23:18:28,R_1enxoOSLZQqdJcv,,,,,41.5066,-81.6111,anonymous,EN,1,,,Chrome,139.0.0.0,Macintosh,1470x956,gxa217,"UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Spring Comedian at Severance Hall,Thwing Tuesday","Food Festivals ,Off-campus experiences or trips ,Concerts or live music ",,Food truck festival,"UPBig Brain, food truck festival","Free food/snacks,Learning new things ,Live entertainment",,"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",,"lunas bakery, chali, koreahouse",0,20,,,,Yes,"It completely depends. For example, I think the skiing/snowboarding trip and cedar point prices were reasonable.","Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people),Small (<20 people)"," Require advance registration ","Didn’t hear about it,Bad timing,Required registration,Didn’t interest me",,"Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,"I would only be willing to go to smaller, on campus events unless they interest me that much.",Two weeks or more,"Email,Social media ,Friends",,Instagram,Junior,Cognitive Science,"Brooklyn, New York",N/A,N/A,N/A,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,Diverse food events and activities,,,S,S,6,"sweaters, hats, stickers, tote bags",Promoter,9,,Ninja Creami,,1,1,QID28,0.075,"QID44,QID52,QID59"
2025-08-24 23:16:51,2025-08-24 23:24:24,IP Address,71.67.222.67,100,453,True,2025-08-24 23:24:25,R_6HJ21NocZ1yEo0N,,,,,41.5066,-81.6111,anonymous,EN,0.8999999761581421,,,Safari iPhone,18.6,iPhone,414x896,Oxs91,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Off-campus experiences or trips ,Major shows or performances (comedians, drone show, etc.) ",,Cedar Point!,Food Truck Festival,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Performance",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,Korean Corndogs. Cupcake truck,5,50,100,100,0,Yes,100,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Didn’t hear about it,Bad timing,Required registration,Event cost,Didn’t interest me",,"Monday,Tuesday ,Thursday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",No,,Two weeks or more,"Social media ,Friends",,Instagram,Senior,Nursing,NY,No,No,No,"Sports games (Guardians, Cavs, Browns, Monsters),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village),Other:",Cedar Point,Yes,,No,,,,,M,M,W5,Owala. Sweat pants. Backpacks,Passive,7,,Ninja Creami,,1,1,QID28,0.10256410256410256,"QID27,QID44,QID52,QID59"
2025-08-24 23:25:19,2025-08-24 23:29:47,IP Address,12.47.40.52,100,268,True,2025-08-24 23:29:48,R_67BifYjOapa4U7v,,,,,41.5066,-81.6111,anonymous,EN,1,,,Chrome,138.0.0.0,Macintosh,1920x1080,ars403,"Food Truck Festival,T-shirt or swag giveaways,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Off-campus experiences or trips ,Concerts or live music ,Sports/spectator events ",,,,"Free food/snacks,Socializing/meeting new people ,Live entertainment",,"Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),African/Caribbean",,,0,15,,,,Yes,,"Weekday lunchtime (12–2pm),Weekday evening (after 6pm) ",No preference,Either is fine,"Didn’t hear about it,Bad timing,Didn’t interest me",,"Monday,Tuesday ,Wednesday ,Thursday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,,A week,"Email,Social media ,Friends",,,Senior,"Cognitive science, economics","Ithaca, NY",Israeli food,"Collaborate with Hillel!
More ticket giveaways to concerts/sports games/musicals.",,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center)",,Usually,,,,,,,L,M,9.5,"sweaters, beanies, gloves",Passive,8,,Air Fryer,,0,0,,0.3170731707317073,"QID9,QID8,QID52,QID19,QID53,QID24,QID15,QID27,QID59,QID22,QID55,QID26,QID44"
2025-08-24 23:20:24,2025-08-24 23:30:33,IP Address,174.196.101.39,100,609,True,2025-08-24 23:30:34,R_3fcmjc2OW2bPM3U,,,,,41.4385,-81.7398,anonymous,EN,0.8999999761581421,,,Safari iPhone,26.0,iPhone,402x874,aes233,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Thwing Tuesday","Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ",,maybe a Super Bowl party/event,Go karting,"Free food/snacks,Socializing/meeting new people ,Live entertainment",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Desserts/sweets focused",,,,,,,,No,,"Weekday late afternoon (4–6pm) ,Saturday afternoons ,Sunday afternoons ","Medium (30-80 people),Small (<20 people)"," Require advance registration ","Bad timing,Too crowded",,"Tuesday ,Thursday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,"Less availability, less likely to go to events ",Two weeks or more,"Email,Social media ,Friends",,Email,Senior,"Mechanical engineering ",Columbus Ohio,,,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Usually,Adequate space for crowds/lines,No,,,,,L,L,11,"Sweatshirts with simple designs so they can be worn anywhere ",Passive,7,,Air Fryer,,1,1,QID28,0.225,"QID52,QID42,QID53,QID10,QID54,QID27,QID59,QID55,QID44"
